Catalogue ID,Churchwell ID,l,b,Effective Radius (arcmin),Thickness (arcmin),Eccentricity,Position Angle (deg),Hit Rate,Dispersion (arcmin),Hierarchy Flag
MWP1G353571-006767,,353.571,-0.677,1.45,1.23,0.41,66,0.1,0.0090,
MWP1G330858-003277,,330.858,-0.328,0.77,0.84,0.14,23,0.1,0.0050,2
MWP1G007275-000590,CN96,7.275,-0.059,0.53,0.47,0.1,3,0.1,0.0030,2
MWP1G028128-008503,,28.128,-0.85,1.06,1.23,0.12,6,0.1,0.0020,
MWP1G353066+004835,,353.066,0.483,0.96,0.84,0.25,27,0.1,0.0060,
MWP1G013434-007433,,13.434,-0.743,0.46,0.5,0.09,0,0.1,0.0010,
MWP1G023885+001701,,23.885,0.17,0.75,0.38,0.49,63,0.1,0.0020,
MWP1G043349-006611,,43.349,-0.661,0.46,0.56,0.35,19,0.1,0.0020,
MWP1G335886+004209,,335.886,0.421,7.6,5.74,0.15,35,0.1,0.035,1
MWP1G059488-004783,,59.488,-0.478,8.04,15.81,0.53,39,0.1,0.071,1
MWP1G311495+004153,S132,311.495,0.415,0.29,0.29,0.15,0,0.1,0.0010,2
MWP1G336346-001426,,336.346,-0.143,0.41,0.43,0.35,0,0.1,0.0030,
MWP1G012685+000088,,12.685,0.0090,0.97,0.99,0.13,20,0.1,0.0040,
MWP1G331774-003692,,331.774,-0.369,0.5,0.59,0.09,100,0.1,0.0030,
MWP1G343352+000121,,343.352,0.012,6.88,4.7,0.37,37,0.1,0.047,1
MWP1G337762+000250,,337.762,0.025,0.81,0.56,0.26,4,0.1,0.0050,2
MWP1G021807-005951,,21.807,-0.595,1.07,1.01,0.34,38,0.1,0.01,
MWP1G337563-006700,,337.563,-0.67,0.6,0.54,0.05,0,0.1,0.0020,
MWP1G358884-003706,,358.884,-0.371,1.19,0.87,0.36,45,0.1,0.0060,
MWP1G312873+002574,,312.873,0.257,0.82,0.89,0.62,99,0.1,0.0030,
MWP1G303859-003707,,303.859,-0.371,0.41,0.38,0.51,14,0.1,0.0010,
MWP1G328167+001175,,328.167,0.117,1.2,1.15,0.46,4,0.1,0.0040,
MWP1G353201-001150,,353.201,-0.115,0.35,0.52,0.09,0,0.1,0.0020,
MWP1G347721-008376,,347.721,-0.838,0.61,0.45,0.13,67,0.1,0.0010,
MWP1G027280+001442,,27.28,0.144,0.44,0.79,0.39,32,0.1,0.0010,
MWP1G315576+000363,,315.576,0.036,0.57,0.47,0.07,0,0.1,0.0040,
MWP1G019169-000147,,19.169,-0.015,0.98,1.01,0.38,15,0.1,0.0030,
MWP1G049601-005091,,49.601,-0.509,2.17,2.41,0.3,34,0.1,0.0080,2
MWP1G352658-003636,CS67 CS68,352.658,-0.364,1.94,1.26,0.11,95,0.1,0.011,
MWP1G052334+000093,,52.334,0.0090,0.43,0.63,0.16,0,0.1,0.0030,2
MWP1G347920-002783,,347.92,-0.278,0.52,0.49,0.29,13,0.1,0.0010,
MWP1G302597-007907,,302.597,-0.791,5.58,7.44,0.39,31,0.1,0.04,1
MWP1G044045-001298,,44.045,-0.13,1.9,1.31,0.36,28,0.1,0.013,1
MWP1G012569+006416,,12.569,0.642,1.11,1.24,0.56,28,0.1,0.0050,
MWP1G319730-004873,,319.73,-0.487,0.5,0.56,0.58,63,0.1,0.0020,
MWP1G334403-002211,S45,334.403,-0.221,2.25,1.56,0.38,39,0.1,0.011,1
MWP1G336810+004642,,336.81,0.464,0.42,0.52,0.0,0,0.1,0.0020,
MWP1G344590-000500,,344.59,-0.05,1.59,1.0,0.67,105,0.1,0.0090,
MWP1G316141-005027,,316.141,-0.503,0.49,0.73,0.27,0,0.1,0.0010,
MWP1G033988-006021,,33.988,-0.602,1.23,1.36,0.62,19,0.1,0.0070,
MWP1G308747-005074,,308.747,-0.507,0.89,0.83,0.58,1,0.1,0.0090,
MWP1G311347-002866,,311.347,-0.287,5.35,1.8,0.44,43,0.1,0.025,
MWP1G024149-000060,,24.149,-0.0060,0.53,0.57,0.13,0,0.1,0.0040,
MWP1G304797+002130,,304.797,0.213,1.9,2.14,0.68,10,0.1,0.0080,
MWP1G314684-001375,,314.684,-0.138,0.86,0.85,0.08,0,0.1,0.0030,
MWP1G333039+000272,,333.039,0.027,1.41,1.08,0.52,3,0.1,0.013,1
MWP1G334421-002167,,334.421,-0.217,0.91,0.69,0.37,46,0.1,0.0050,2
MWP1G345190-007033,,345.19,-0.703,0.58,0.49,0.46,49,0.1,0.0030,2
MWP1G320689+001225,,320.689,0.123,0.49,0.6,0.0,0,0.1,0.0010,2
MWP1G015267-003366,,15.267,-0.337,1.9,1.51,0.38,29,0.1,0.029,
MWP1G054380-007378,,54.38,-0.738,4.89,2.65,0.61,6,0.1,0.02,
MWP1G054392-004574,,54.392,-0.457,2.1,1.2,0.13,0,0.1,0.0040,
MWP1G341176-003905,,341.176,-0.391,4.05,2.78,0.46,19,0.1,0.036,1
MWP1G014618+000251,,14.618,0.025,2.31,1.39,0.25,32,0.1,0.01,2
MWP1G310198-004223,,310.198,-0.422,5.92,3.16,0.25,16,0.1,0.045,
MWP1G052923-006250,,52.923,-0.625,1.03,0.7,0.31,29,0.1,0.0070,2
MWP1G021423-006577,,21.423,-0.658,0.92,0.87,0.31,4,0.1,0.0040,
MWP1G037454-006486,,37.454,-0.649,5.81,4.74,0.23,51,0.1,0.031,1
MWP1G347229-000858,S9,347.229,-0.086,1.88,1.65,0.28,15,0.1,0.018,1 2
MWP1G351791+001153,,351.791,0.115,0.56,0.62,0.34,49,0.1,0.0040,
MWP1G050269-004353,,50.269,-0.435,0.32,0.26,0.41,17,0.1,0.0010,
MWP1G321926+000177,,321.926,0.018,0.29,0.28,0.17,0,0.1,0.0010,
MWP1G329470+008966,,329.47,0.897,4.59,2.44,0.29,34,0.1,0.033,1
MWP1G320361+001748,,320.361,0.175,1.3,1.01,0.46,28,0.1,0.0090,1 2
MWP1G030786-003236,,30.786,-0.324,0.69,0.45,0.21,1,0.1,0.0020,
MWP1G344088-004043,,344.088,-0.404,0.51,0.59,0.27,0,0.1,0.0010,2
MWP1G014494+007747,,14.494,0.775,2.88,2.69,0.68,35,0.1,0.01,
MWP1G060843-001497,,60.843,-0.15,2.12,2.75,0.39,33,0.1,0.0090,1
MWP1G006553-000890,,6.553,-0.089,0.58,0.54,0.0,3,0.1,0.0060,2
MWP1G329769+005260,,329.769,0.526,0.52,0.56,0.17,0,0.1,0.0010,
MWP1G311945+004458,,311.945,0.446,0.6,0.66,0.09,16,0.1,0.0020,
MWP1G350790-008445,,350.79,-0.845,2.08,1.87,0.26,28,0.1,0.021,1
MWP1G008909+001694,CN124,8.909,0.169,0.27,0.2,0.0,0,0.1,0.0010,
MWP1G008482-003356,,8.482,-0.336,0.44,0.53,0.35,0,0.1,0.0020,2
MWP1G011130+006976,,11.13,0.698,0.56,0.47,0.0,0,0.1,0.0020,
MWP1G350107+000852,,350.107,0.085,0.45,0.8,0.49,12,0.1,0.0030,
MWP1G034819+003483,,34.819,0.348,0.51,0.61,0.11,35,0.1,0.0020,
MWP1G030214-001524,,30.214,-0.152,0.74,0.66,0.76,12,0.1,0.0020,
MWP1G037516-007637,,37.516,-0.764,1.06,0.87,0.6,78,0.1,0.0070,2
MWP1G037671-006707,,37.671,-0.671,0.53,0.59,0.52,30,0.1,0.0010,
MWP1G309388-001675,,309.388,-0.168,0.45,0.84,0.25,25,0.1,0.0020,
MWP1G333304-003696,,333.304,-0.37,0.54,0.7,0.69,0,0.1,0.0040,2
MWP1G049565+006356,,49.565,0.636,0.47,0.49,0.25,37,0.1,0.0010,
MWP1G063469-006463,,63.469,-0.646,0.48,0.53,0.28,8,0.1,0.0020,
MWP1G305580+004232,,305.58,0.423,1.02,0.77,0.51,22,0.1,0.0030,2
MWP1G332598-008914,,332.598,-0.891,3.2,2.41,0.68,4,0.1,0.015,
MWP1G333426+002276,,333.426,0.228,0.56,0.72,0.34,11,0.1,0.0010,
MWP1G310477+001650,,310.477,0.165,1.13,1.02,0.05,0,0.1,0.0040,2
MWP1G326288-005537,,326.288,-0.554,0.65,0.32,0.41,73,0.1,0.0030,2
MWP1G023400-002289,,23.4,-0.229,0.52,0.5,0.26,38,0.1,0.0020,2
MWP1G029587-006584,,29.587,-0.658,0.46,0.44,0.19,0,0.1,0.0010,
MWP1G298411-007353,S180,298.411,-0.735,0.48,0.91,0.14,0,0.1,0.0010,
MWP1G311816+004441,,311.816,0.444,0.5,0.86,0.35,0,0.1,0.0010,
MWP1G018896-004131,,18.896,-0.413,1.77,1.65,0.43,3,0.1,0.023,2
MWP1G037705+000337,,37.705,0.034,0.4,0.7,0.21,0,0.1,0.0020,
MWP1G335510+005845,,335.51,0.584,1.13,0.86,0.21,10,0.1,0.0060,
MWP1G339351+000688,,339.351,0.069,1.96,1.19,0.33,55,0.1,0.0080,
MWP1G329587+009457,,329.587,0.946,0.93,0.9,0.37,12,0.1,0.0060,
MWP1G346100+000070,,346.1,0.0070,0.95,0.99,0.28,0,0.1,0.0040,
MWP1G301311-008238,,301.311,-0.824,2.07,1.67,0.42,50,0.1,0.0050,
MWP1G358770+001090,CS10,358.77,0.109,0.28,0.2,0.0,0,0.1,0.0010,
MWP1G046761+004051,,46.761,0.405,0.44,0.55,0.63,0,0.1,0.0010,
MWP1G316952+001959,,316.952,0.196,5.91,4.49,0.2,42,0.1,0.091,
MWP1G331470-001400S,,331.47,-0.14,0.37,,,,0.54,,
MWP1G018180001100S,,18.18,0.11,0.34,,,,0.5,,
MWP1G017690-000900S,,17.69,-0.09,0.42,,,,0.49,,
MWP1G336010-003700S,,336.01,-0.37,0.37,,,,0.45,,
MWP1G012200-001600S,,12.2,-0.16,0.38,,,,0.42,,
MWP1G013780004900S,,13.78,0.49,0.42,,,,0.42,,
MWP1G024920000800S,,24.92,0.08,0.47,,,,0.42,,
MWP1G338870000200S,,338.87,0.02,0.45,,,,0.42,,
MWP1G011020-003700S,,11.02,-0.37,0.41,,,,0.41,,
MWP1G345510001600S,,345.51,0.16,0.4,,,,0.41,,
MWP1G039430-001900S,,39.43,-0.19,0.41,,,,0.4,,
MWP1G339770000100S,,339.77,0.01,0.43,,,,0.4,,
MWP1G346040000500S,,346.04,0.05,0.34,,,,0.4,,
MWP1G331400-001800S,,331.4,-0.18,0.44,,,,0.39,,
MWP1G004060-000100S,,4.06,-0.01,0.38,,,,0.38,,
MWP1G008910001700S,,8.91,0.17,0.38,,,,0.38,,
MWP1G012810-003100S,,12.81,-0.31,0.44,,,,0.38,,
MWP1G052980-006200S,,52.98,-0.62,0.43,,,,0.38,,
MWP1G339780000200S,,339.78,0.02,0.34,,,,0.38,,
MWP1G343290001600S,,343.29,0.16,0.37,,,,0.38,,
MWP1G357970-001700S,,357.97,-0.17,0.37,,,,0.38,,
MWP1G010990-003700S,,10.99,-0.37,0.45,,,,0.37,,
MWP1G018850-004800S,N24,18.85,-0.48,0.41,,,,0.37,,
MWP1G049570-002700S,,49.57,-0.27,0.44,,,,0.37,,
MWP1G301760002600S,,301.76,0.26,0.41,,,,0.37,,
MWP1G331140001100S,,331.14,0.11,0.34,,,,0.37,,
MWP1G334350-006600S,,334.35,-0.66,0.34,,,,0.37,,
MWP1G352760-003500S,,352.76,-0.35,0.39,,,,0.37,,
MWP1G307500-008200S,,307.5,-0.82,0.49,,,,0.36,,
MWP1G332670-003300S,,332.67,-0.33,0.38,,,,0.36,,
MWP1G339240000100S,,339.24,0.01,0.47,,,,0.36,,
MWP1G005100000000S,,5.1,0.0,0.49,,,,0.35,,
MWP1G014210-001100S,,14.21,-0.11,0.41,,,,0.35,,
MWP1G032400-003300S,,32.4,-0.33,0.4,,,,0.35,,
MWP1G035720-009300S,,35.72,-0.93,0.42,,,,0.35,,
MWP1G335940-002900S,,335.94,-0.29,0.46,,,,0.35,,
MWP1G339700003000S,,339.7,0.3,0.37,,,,0.35,,
MWP1G002170000100S,,2.17,0.01,0.39,,,,0.34,,
MWP1G005630-002900S,,5.63,-0.29,0.42,,,,0.34,,
MWP1G009970-002100S,,9.97,-0.21,0.41,,,,0.34,,
MWP1G018170003400S,,18.17,0.34,0.46,,,,0.34,,
MWP1G025820-001900S,,25.82,-0.19,0.36,,,,0.34,,
MWP1G027610000300S,,27.61,0.03,0.45,,,,0.34,,
MWP1G046140-001400S,,46.14,-0.14,0.39,,,,0.34,,
MWP1G297720-007000S,,297.72,-0.7,0.46,,,,0.34,,
MWP1G311630-002600S,,311.63,-0.26,0.34,,,,0.34,,
MWP1G335470002000S,,335.47,0.2,0.38,,,,0.34,,
MWP1G342900-000900S,,342.9,-0.09,0.5,,,,0.34,,
MWP1G345480-002200S,,345.48,-0.22,0.36,,,,0.34,,
MWP1G358890000800S,,358.89,0.08,0.34,,,,0.34,,
MWP1G010500000300S,,10.5,0.03,0.43,,,,0.33,,
MWP1G016420-003700S,,16.42,-0.37,0.46,,,,0.33,,
MWP1G030390004900S,,30.39,0.49,0.44,,,,0.33,,
MWP1G038910-001500S,,38.91,-0.15,0.37,,,,0.33,,
MWP1G039270003500S,,39.27,0.35,0.4,,,,0.33,,
MWP1G026720001700S,,26.72,0.17,0.38,,,,0.32,,
MWP1G313740-005000S,,313.74,-0.5,0.39,,,,0.32,,
MWP1G318920-004500S,,318.92,-0.45,0.4,,,,0.32,,
MWP1G342800-006900S,,342.8,-0.69,0.37,,,,0.32,,
MWP1G006040003200S,,6.04,0.32,0.43,,,,0.31,,
MWP1G009480-002300S,,9.48,-0.23,0.42,,,,0.31,,
MWP1G010470000200S,,10.47,0.02,0.35,,,,0.31,,
MWP1G011270-000500S,,11.27,-0.05,0.33,,,,0.31,,
MWP1G027090005100S,,27.09,0.51,0.41,,,,0.31,,
MWP1G033990-000100S,,33.99,-0.01,0.38,,,,0.31,,
MWP1G307330002800S,,307.33,0.28,0.42,,,,0.31,,
MWP1G311490004200S,,311.49,0.42,0.39,,,,0.31,,
MWP1G317800-007700S,,317.8,-0.77,0.54,,,,0.31,,
MWP1G336010-003600S,,336.01,-0.36,0.38,,,,0.31,,
MWP1G340580003500S,,340.58,0.35,0.4,,,,0.31,,
MWP1G344780-002200S,,344.78,-0.22,0.44,,,,0.31,,
MWP1G350400-000600S,,350.4,-0.06,0.5,,,,0.31,,
MWP1G357150-001000S,,357.15,-0.1,0.34,,,,0.31,,
MWP1G012470001000S,,12.47,0.1,0.32,,,,0.3,,
MWP1G012800-003300S,,12.8,-0.33,0.43,,,,0.3,,
MWP1G014990-001200S,,14.99,-0.12,0.38,,,,0.3,,
MWP1G020700-002800S,,20.7,-0.28,0.38,,,,0.3,,
MWP1G028030-000600S,,28.03,-0.06,0.45,,,,0.3,,
MWP1G331940-002400S,,331.94,-0.24,0.4,,,,0.3,,
MWP1G335400000400S,,335.4,0.04,0.47,,,,0.3,,
MWP1G338590-000100S,,338.59,-0.01,0.49,,,,0.3,,
MWP1G341270000700S,,341.27,0.07,0.37,,,,0.3,,
MWP1G018300-008500S,,18.3,-0.85,0.34,,,,0.29,,
MWP1G018320-008400S,,18.32,-0.84,0.34,,,,0.29,,
MWP1G024200002400S,,24.2,0.24,0.38,,,,0.29,,
MWP1G029910-003300S,,29.91,-0.33,0.32,,,,0.29,,
MWP1G039510-002800S,,39.51,-0.28,0.45,,,,0.29,,
MWP1G050270-004400S,,50.27,-0.44,0.47,,,,0.29,,
MWP1G307770005500S,,307.77,0.55,0.4,,,,0.29,,
MWP1G312310006700S,,312.31,0.67,0.46,,,,0.29,,
MWP1G321630000000S,,321.63,0.0,0.42,,,,0.29,,
MWP1G325060-001900S,,325.06,-0.19,0.37,,,,0.29,,
MWP1G329520000900S,,329.52,0.09,0.43,,,,0.29,,
MWP1G331150001200S,,331.15,0.12,0.35,,,,0.29,,
MWP1G336220001500S,,336.22,0.15,0.46,,,,0.29,,
MWP1G339210000900S,,339.21,0.09,0.42,,,,0.29,,
MWP1G349300000900S,,349.3,0.09,0.33,,,,0.29,,
MWP1G358080-001600S,,358.08,-0.16,0.45,,,,0.29,,
MWP1G004610001800S,,4.61,0.18,0.34,,,,0.28,,
MWP1G006610-000800S,,6.61,-0.08,0.5,,,,0.28,,
MWP1G011690-002300S,,11.69,-0.23,0.39,,,,0.28,,
MWP1G013580-002300S,,13.58,-0.23,0.47,,,,0.28,,
MWP1G018720-002300S,N24,18.72,-0.23,0.4,,,,0.28,,
MWP1G023300-002800S,,23.3,-0.28,0.55,,,,0.28,,
MWP1G026190-001800S,,26.19,-0.18,0.38,,,,0.28,,
MWP1G029120000900S,,29.12,0.09,0.44,,,,0.28,,
MWP1G029590-006600S,,29.59,-0.66,0.4,,,,0.28,,
MWP1G032990000400S,,32.99,0.04,0.49,,,,0.28,,
MWP1G034270-002100S,N63,34.27,-0.21,0.47,,,,0.28,,
MWP1G034740-001000S,N63,34.74,-0.1,0.39,,,,0.28,,
MWP1G329270000500S,,329.27,0.05,0.48,,,,0.28,,
MWP1G339070-001900S,,339.07,-0.19,0.43,,,,0.28,,
MWP1G341910-004600S,,341.91,-0.46,0.39,,,,0.28,,
MWP1G344200-005400S,,344.2,-0.54,0.46,,,,0.28,,
MWP1G346330-001700S,,346.33,-0.17,0.52,,,,0.28,,
MWP1G353910005600S,,353.91,0.56,0.5,,,,0.28,,
MWP1G357480-000400S,,357.48,-0.04,0.39,,,,0.28,,
MWP1G001100-000900S,,1.1,-0.09,0.39,,,,0.27,,
MWP1G017130001400S,,17.13,0.14,0.35,,,,0.27,,
MWP1G019740002800S,,19.74,0.28,0.67,,,,0.27,,
MWP1G023850-001300S,,23.85,-0.13,0.47,,,,0.27,,
MWP1G026980-003200S,,26.98,-0.32,0.4,,,,0.27,,
MWP1G029290-003400S,,29.29,-0.34,0.4,,,,0.27,,
MWP1G032120000900S,,32.12,0.09,0.34,,,,0.27,,
MWP1G034800-002600S,N63,34.8,-0.26,0.43,,,,0.27,,
MWP1G043930-003400S,,43.93,-0.34,0.4,,,,0.27,,
MWP1G053370006100S,,53.37,0.61,0.39,,,,0.27,,
MWP1G330480-003800S,,330.48,-0.38,0.35,,,,0.27,,
MWP1G334740003400S,,334.74,0.34,0.38,,,,0.27,,
MWP1G336690-000900S,,336.69,-0.09,0.48,,,,0.27,,
MWP1G353510-002700S,,353.51,-0.27,0.32,,,,0.27,,
MWP1G356410005300S,,356.41,0.53,0.41,,,,0.27,,
MWP1G012880004800S,,12.88,0.48,0.49,,,,0.26,,
MWP1G013630001900S,,13.63,0.19,0.63,,,,0.26,,
MWP1G016390-001400S,N18,16.39,-0.14,0.33,,,,0.26,,
MWP1G018520-003000S,,18.52,-0.3,0.34,,,,0.26,,
MWP1G022950003000S,,22.95,0.3,0.38,,,,0.26,,
MWP1G026150003200S,,26.15,0.32,0.37,,,,0.26,,
MWP1G028560-002900S,,28.56,-0.29,0.36,,,,0.26,,
MWP1G030390-007900S,,30.39,-0.79,0.48,,,,0.26,,
MWP1G037810-003800S,,37.81,-0.38,0.52,,,,0.26,,
MWP1G313510-005000S,,313.51,-0.5,0.36,,,,0.26,,
MWP1G314580-003500S,,314.58,-0.35,0.34,,,,0.26,,
MWP1G323240-002700S,,323.24,-0.27,0.58,,,,0.26,,
MWP1G329580003300S,,329.58,0.33,0.46,,,,0.26,,
MWP1G333230-001000S,,333.23,-0.1,0.35,,,,0.26,,
MWP1G336110001900S,,336.11,0.19,0.53,,,,0.26,,
MWP1G341580-002700S,,341.58,-0.27,0.42,,,,0.26,,
MWP1G341900-004800S,,341.9,-0.48,0.39,,,,0.26,,
MWP1G349480001200S,,349.48,0.12,0.59,,,,0.26,,
MWP1G350180000200S,,350.18,0.02,0.48,,,,0.26,,
MWP1G356510-005100S,,356.51,-0.51,0.45,,,,0.26,,
MWP1G357240-001100S,,357.24,-0.11,0.4,,,,0.26,,
MWP1G011400-007000S,,11.4,-0.7,0.52,,,,0.25,,
MWP1G025730-000200S,,25.73,-0.02,0.4,,,,0.25,,
MWP1G026270003100S,,26.27,0.31,0.36,,,,0.25,,
MWP1G026820002400S,,26.82,0.24,0.43,,,,0.25,,
MWP1G030350000900S,,30.35,0.09,0.4,,,,0.25,,
MWP1G033700002100S,,33.7,0.21,0.51,,,,0.25,,
MWP1G038780001000S,,38.78,0.1,0.36,,,,0.25,,
MWP1G038940-003500S,,38.94,-0.35,0.4,,,,0.25,,
MWP1G041190000600S,,41.19,0.06,0.42,,,,0.25,,
MWP1G042470-008000S,,42.47,-0.8,0.33,,,,0.25,,
MWP1G043540000200S,,43.54,0.02,0.34,,,,0.25,,
MWP1G044290-001600S,,44.29,-0.16,0.47,,,,0.25,,
MWP1G305760-002500S,,305.76,-0.25,0.5,,,,0.25,,
MWP1G312590000400S,,312.59,0.04,0.41,,,,0.25,,
MWP1G323910004200S,,323.91,0.42,0.33,,,,0.25,,
MWP1G328060003800S,,328.06,0.38,0.48,,,,0.25,,
MWP1G328710004200S,,328.71,0.42,0.48,,,,0.25,,
MWP1G330660005800S,,330.66,0.58,0.7,,,,0.25,,
MWP1G339160000100S,,339.16,0.01,0.39,,,,0.25,,
MWP1G346260002900S,,346.26,0.29,0.53,,,,0.25,,
MWP1G346420002600S,,346.42,0.26,0.55,,,,0.25,,
MWP1G346420002800S,,346.42,0.28,0.42,,,,0.25,,
MWP1G350000004300S,,350.0,0.43,0.53,,,,0.25,,
MWP1G352880-002000S,,352.88,-0.2,0.32,,,,0.25,,
MWP1G353880002900S,,353.88,0.29,0.45,,,,0.25,,
MWP1G354360001400S,,354.36,0.14,0.46,,,,0.25,,
MWP1G355200001300S,,355.2,0.13,0.39,,,,0.25,,
MWP1G007820-004600S,,7.82,-0.46,0.41,,,,0.24,,
MWP1G013770006200S,,13.77,0.62,0.47,,,,0.24,,
MWP1G018070-003000S,,18.07,-0.3,0.55,,,,0.24,,
MWP1G022720-000100S,,22.72,-0.01,0.43,,,,0.24,,
MWP1G024040002000S,,24.04,0.2,0.35,,,,0.24,,
MWP1G031510-002500S,,31.51,-0.25,0.32,,,,0.24,,
MWP1G032610-002400S,,32.61,-0.24,0.47,,,,0.24,,
MWP1G034600-004100S,N63,34.6,-0.41,0.66,,,,0.24,,
MWP1G035530-001500S,,35.53,-0.15,0.39,,,,0.24,,
MWP1G036340-002100S,,36.34,-0.21,0.33,,,,0.24,,
MWP1G043200004300S,,43.2,0.43,0.56,,,,0.24,,
MWP1G044590003700S,,44.59,0.37,0.36,,,,0.24,,
MWP1G045090-004900S,,45.09,-0.49,0.57,,,,0.24,,
MWP1G312810-000200S,,312.81,-0.02,0.47,,,,0.24,,
MWP1G314590003400S,,314.59,0.34,0.45,,,,0.24,,
MWP1G315390-003300S,,315.39,-0.33,0.36,,,,0.24,,
MWP1G320240-002800S,,320.24,-0.28,0.4,,,,0.24,,
MWP1G326660002600S,,326.66,0.26,0.4,,,,0.24,,
MWP1G334050003500S,,334.05,0.35,0.55,,,,0.24,,
MWP1G334660-001400S,,334.66,-0.14,0.35,,,,0.24,,
MWP1G335610002400S,,335.61,0.24,0.42,,,,0.24,,
MWP1G344940002000S,,344.94,0.2,0.57,,,,0.24,,
MWP1G346400-004000S,,346.4,-0.4,0.35,,,,0.24,,
MWP1G354750-002500S,,354.75,-0.25,0.34,,,,0.24,,
MWP1G012470000900S,,12.47,0.09,0.32,,,,0.23,,
MWP1G014480000000S,,14.48,0.0,0.52,,,,0.23,,
MWP1G014490000200S,,14.49,0.02,0.42,,,,0.23,,
MWP1G015520001900S,,15.52,0.19,0.6,,,,0.23,,
MWP1G017220-001900S,,17.22,-0.19,0.32,,,,0.23,,
MWP1G018440000100S,,18.44,0.01,0.42,,,,0.23,,
MWP1G019410001200S,,19.41,0.12,0.37,,,,0.23,,
MWP1G023420000700S,,23.42,0.07,0.4,,,,0.23,,
MWP1G025920-001400S,,25.92,-0.14,0.36,,,,0.23,,
MWP1G027810-002400S,,27.81,-0.24,0.41,,,,0.23,,
MWP1G029400-000900S,,29.4,-0.09,0.34,,,,0.23,,
MWP1G030880-002300S,,30.88,-0.23,0.47,,,,0.23,,
MWP1G035050-005200S,N63,35.05,-0.52,0.44,,,,0.23,,
MWP1G039550-001600S,,39.55,-0.16,0.43,,,,0.23,,
MWP1G043530000200S,,43.53,0.02,0.53,,,,0.23,,
MWP1G050850-001700S,N107,50.85,-0.17,0.61,,,,0.23,,
MWP1G312700-000900S,,312.7,-0.09,0.36,,,,0.23,,
MWP1G314320003800S,,314.32,0.38,0.45,,,,0.23,,
MWP1G320350001100S,S92,320.35,0.11,0.34,,,,0.23,,
MWP1G326920-005100S,,326.92,-0.51,0.44,,,,0.23,,
MWP1G332350-004300S,,332.35,-0.43,0.53,,,,0.23,,
MWP1G332770-000100S,,332.77,-0.01,0.64,,,,0.23,,
MWP1G334730005100S,,334.73,0.51,0.34,,,,0.23,,
MWP1G338270-002900S,,338.27,-0.29,0.35,,,,0.23,,
MWP1G343250007100S,,343.25,0.71,0.4,,,,0.23,,
MWP1G354310-001100S,,354.31,-0.11,0.41,,,,0.23,,
MWP1G357230-000900S,,357.23,-0.09,0.41,,,,0.23,,
MWP1G357990-001600S,,357.99,-0.16,0.4,,,,0.23,,
MWP1G003660-001100S,,3.66,-0.11,0.46,,,,0.22,,
MWP1G003680-001000S,,3.68,-0.1,0.38,,,,0.22,,
MWP1G012630000700S,,12.63,0.07,0.41,,,,0.22,,
MWP1G017630000500S,,17.63,0.05,0.56,,,,0.22,,
MWP1G023010-004200S,,23.01,-0.42,0.47,,,,0.22,,
MWP1G026560-003000S,,26.56,-0.3,0.59,,,,0.22,,
MWP1G027560000800S,,27.56,0.08,0.46,,,,0.22,,
MWP1G033680-000200S,,33.68,-0.02,0.32,,,,0.22,,
MWP1G034100000200S,,34.1,0.02,0.43,,,,0.22,,
MWP1G038380001700S,N71,38.38,0.17,0.37,,,,0.22,,
MWP1G041140-008800S,,41.14,-0.88,0.49,,,,0.22,,
MWP1G045910004800S,,45.91,0.48,0.57,,,,0.22,,
MWP1G047660000300S,,47.66,0.03,0.35,,,,0.22,,
MWP1G299600001700S,,299.6,0.17,0.34,,,,0.22,,
MWP1G316290-002700S,,316.29,-0.27,0.46,,,,0.22,,
MWP1G317820-003700S,,317.82,-0.37,0.34,,,,0.22,,
MWP1G317830-000200S,,317.83,-0.02,0.45,,,,0.22,,
MWP1G327430006800S,,327.43,0.68,0.36,,,,0.22,,
MWP1G331540-003100S,,331.54,-0.31,0.45,,,,0.22,,
MWP1G332140000400S,,332.14,0.04,0.66,,,,0.22,,
MWP1G334720-001000S,,334.72,-0.1,0.34,,,,0.22,,
MWP1G335010-001700S,,335.01,-0.17,0.4,,,,0.22,,
MWP1G343240-007200S,,343.24,-0.72,0.45,,,,0.22,,
MWP1G343300001700S,,343.3,0.17,0.4,,,,0.22,,
MWP1G348620000200S,,348.62,0.02,0.43,,,,0.22,,
MWP1G356190-000700S,,356.19,-0.07,0.34,,,,0.22,,
MWP1G358470-004000S,,358.47,-0.4,0.53,,,,0.22,,
MWP1G358840-007400S,,358.84,-0.74,0.45,,,,0.22,,
MWP1G006790002300S,,6.79,0.23,0.41,,,,0.21,,
MWP1G007420003700S,,7.42,0.37,0.45,,,,0.21,,
MWP1G009960-001200S,,9.96,-0.12,0.42,,,,0.21,,
MWP1G010840-001100S,,10.84,-0.11,0.52,,,,0.21,,
MWP1G011170000200S,,11.17,0.02,0.35,,,,0.21,,
MWP1G012460000600S,,12.46,0.06,0.32,,,,0.21,,
MWP1G014390-000200S,,14.39,-0.02,0.4,,,,0.21,,
MWP1G016380-003100S,,16.38,-0.31,0.47,,,,0.21,,
MWP1G021000-000500S,,21.0,-0.05,0.42,,,,0.21,,
MWP1G023160-003200S,,23.16,-0.32,0.37,,,,0.21,,
MWP1G024500-002400S,,24.5,-0.24,0.35,,,,0.21,,
